Original Order,'ICD-9-CM CODE','SURGERY FLAG','ICD-9-CM CODE DESCRIPTION',System,Reop/Revision,REVIS,POSTOP,,HCUP SURGERY FLAGS 1=BROAD 2=NARROW
2082,'7792','2',TOTAL OSTECTOMYHUMERUS,Musculoskeletal,0,,,,
2083,'7793','2',TOT OSTECTRADIUS/ULNA,Musculoskeletal,0,,,,
2084,'7794','2',TOT OSTECTMETACARP/CARP,Musculoskeletal,0,,,,
2085,'7795','2',TOT OSTECTOMYFEMUR,Musculoskeletal,0,,,,
2086,'7796','2',TOTAL PATELLECTOMY,Musculoskeletal,0,,,,
2087,'7797','2',TOT OSTECTTIBIA/FIBULA,Musculoskeletal,0,,,,
2088,'7798','2',TOT OSTECTMETATARS/TARS,Musculoskeletal,0,,,,
2089,'7799','2',TOTAL OSTECTOMY NEC,Musculoskeletal,0,,,,
2090,'7800','2',BONE GRAFT NOS,Musculoskeletal,0,,,,
2091,'7801','2',BONE GRAFT TO CHEST CAGE,Musculoskeletal,0,,,,
2092,'7802','2',BONE GRAFT TO HUMERUS,Musculoskeletal,0,,,,
2093,'7803','2',BONE GRAFTRADIUS/ULNA,Musculoskeletal,0,,,,
2094,'7804','2',BONE GRFT TO METACAR/CAR,Musculoskeletal,0,,,,
2095,'7805','2',BONE GRAFT TO FEMUR,Musculoskeletal,0,,,,
2096,'7806','2',BONE GRAFT TO PATELLA,Musculoskeletal,0,,,,
2097,'7807','2',BONE GRAFTTIBIA/FIBULA,Musculoskeletal,0,,,,
2098,'7808','2',BONE GRAFTMETATAR/TAR,Musculoskeletal,0,,,,
2099,'7809','2',BONE GRAFT NEC,Musculoskeletal,0,,,,
2100,'7810','2',PERIOSTEAL SUTURE NOS (Begin 1991),Musculoskeletal,0,,,,
2101,'7811','2',PERIOST SUTCHEST CAGE (Begin 1991),Musculoskeletal,0,,,,
2102,'7812','2',PERIOSTEAL SUTHUMERUS (Begin 1991),Musculoskeletal,0,,,,
2103,'7813','2',PERIOST SUTRADIUS/ULNA (Begin 1991),Musculoskeletal,0,,,,
2104,'7814','2',PERIOST SUTMETACAR/CAR (Begin 1991),Musculoskeletal,0,,,,
2105,'7815','2',PERIOSTEAL SUTUREFEMUR (Begin 1991),Musculoskeletal,0,,,,
2106,'7816','2',PERIOSTEAL SUTURPATELLA (Begin 1991),Musculoskeletal,0,,,,
2107,'7817','2',PERIOST SUTTIBIA/FIBULA (Begin 1991),Musculoskeletal,0,,,,
2108,'7818','2',PERIOST SUTMETATAR/TAR (Begin 1991),Musculoskeletal,0,,,,
2109,'7819','2',PERIOSTEAL SUTURE NEC (Begin 1991),Musculoskeletal,0,,,,
2110,'7820','2',EPIPHYSEAL STAPLING NOS (Begin 1991),Musculoskeletal,0,,,,
2111,'7822','2',EPIPHYS STAPLEHUMERUS (Begin 1991),Musculoskeletal,0,,,,
2112,'7823','2',EPIPHYS STAPLERAD/ULNA (Begin 1991),Musculoskeletal,0,,,,
2113,'7824','2',EPIPHYSEAL STAPLECARPALS (Begin 1991),Musculoskeletal,0,,,,
2114,'7825','2',EPIPHYSEAL STAPLEFEMUR (Begin 1991),Musculoskeletal,0,,,,
2115,'7827','2',EPIPHYS STAPLETIB/FIBUL (Begin 1991),Musculoskeletal,0,,,,
2116,'7828','2',EPIPHYSEAL STAPLETARSALS (Begin 1991),Musculoskeletal,0,,,,
2117,'7829','2',EPIPHYSEAL STAPLING NEC (Begin 1991),Musculoskeletal,0,,,,
2118,'7830','2',OTH BONE LNGTH CHNGE NOS,Musculoskeletal,0,,,,
2119,'7831','2',BONE LNGTH CHNGETHORAX,Musculoskeletal,0,,,,
2120,'7832','2',HUMERUS LENGTH CHANGE,Musculoskeletal,0,,,,
2121,'7833','2',RADIUS/ULNA LENGTH CHNGE,Musculoskeletal,0,,,,
2122,'7834','2',CARPAL LENGTH CHANGE,Musculoskeletal,0,,,,
2123,'7835','2',FEMUR LENGTH CHANGE,Musculoskeletal,0,,,,
2124,'7837','2',TIBIA/FIBULA LNGTH CHNGE,Musculoskeletal,0,,,,
2125,'7838','2',TARSAL LENGTH CHANGE,Musculoskeletal,0,,,,
2126,'7839','2',OTH BONE LNGTH CHNGE NEC (Begin 1991),Musculoskeletal,0,,,,
2127,'7840','2',OTH BONE REPAIR/PLAST OP,Musculoskeletal,0,,,,
2128,'7841','2',OTH CHEST CAGE REP/PLAST,Musculoskeletal,0,,,,
2129,'7842','2',OTH HUMERUS REPAIR/PLAST,Musculoskeletal,0,,,,
2130,'7843','2',OTH RAD/ULN REPAIR/PLAST,Musculoskeletal,0,,,,
2131,'7844','2',OTH METAC/CARP REP/PLAST,Musculoskeletal,0,,,,
2132,'7845','2',OTH FEMUR REPAIR/PLASTIC,Musculoskeletal,0,,,,
2133,'7846','2',OTH PATELLA REPAIR/PLAST,Musculoskeletal,0,,,,
2134,'7847','2',OTH TIB/FIB REPAIR/PLAST,Musculoskeletal,0,,,,
2135,'7848','2',OTH META/TAR REPA/PLAST,Musculoskeletal,0,,,,
2136,'7849','2',OTH BONE REPA/PLAST NEC,Musculoskeletal,0,,,,
2137,'7850','2',INT FIX W/O FX REDUC NOS,Musculoskeletal,0,,,,
2138,'7851','2',INT FIXATIONCHEST CAGE,Musculoskeletal,0,,,,
2139,'7852','2',INT FIXATIONHUMERUS,Musculoskeletal,0,,,,
2140,'7853','2',INT FIXATIONRADIUS/ULNA,Musculoskeletal,0,,,,
2141,'7854','2',INT FIXATIONMETACAR/CAR,Musculoskeletal,0,,,,
2142,'7855','2',INTERNAL FIXATIONFEMUR,Musculoskeletal,0,,,,
2143,'7856','2',INTERNAL FIXPATELLA,Musculoskeletal,0,,,,
2144,'7857','2',INT FIXATIONTIBIA/FIBUL,Musculoskeletal,0,,,,
2145,'7858','2',INT FIXATIONMETATAR/TAR,Musculoskeletal,0,,,,
2146,'7859','2',INT FIXNO FX REDUCT NEC,Musculoskeletal,0,,,,
2147,'7860','2',REMOVE IMP DEVICE NOS,Musculoskeletal,0,,,,
2148,'7861','2',REMOV IMP DEVCHEST CAGE,Musculoskeletal,0,,,,
2149,'7862','2',REMOVE IMPL DEVHUMERUS,Musculoskeletal,0,,,,
2150,'7863','2',REMOV IMP DEVRADIUS/ULN,Musculoskeletal,0,,,,
2151,'7864','2',REMOV IMP DEVMETAC/CARP,Musculoskeletal,0,,,,
2152,'7865','2',REMOVE IMP DEVICEFEMUR,Musculoskeletal,0,,,,
2153,'7866','2',REMOV IMP DEVICEPATELLA,Musculoskeletal,0,,,,
2154,'7867','2',REMOV IMP DEVTIB/FIBULA,Musculoskeletal,0,,,,
2155,'7868','2',REMOVE IMP DEVMETAT/TAR,Musculoskeletal,0,,,,
2156,'7869','2',REMOVE IMPL DEVICE NEC,Musculoskeletal,0,,,,
2157,'7870','2',OSTEOCLASIS NOS,Musculoskeletal,0,,,,
2158,'7871','2',OSTEOCLASISCHEST CAGE,Musculoskeletal,0,,,,
2159,'7872','2',OSTEOCLASISHUMERUS,Musculoskeletal,0,,,,
2160,'7873','2',OSTEOCLASISRADIUS/ULNA,Musculoskeletal,0,,,,
2161,'7874','2',OSTEOCLASISMETACAR/CAR,Musculoskeletal,0,,,,
2162,'7875','2',OSTEOCLASISFEMUR,Musculoskeletal,0,,,,
2163,'7876','2',OSTEOCLASISPATELLA,Musculoskeletal,0,,,,
2164,'7877','2',OSTEOCLASISTIBIA/FIBULA,Musculoskeletal,0,,,,
2165,'7878','2',OSTEOCLASISMETATAR/TAR,Musculoskeletal,0,,,,
2166,'7879','2',OSTEOCLASIS NEC,Musculoskeletal,0,,,,
2167,'7880','1',OTHER BONE DX PROC NOS,Musculoskeletal,0,,,,
2168,'7881','1',OTH DX PROCEDCHEST CAGE,Musculoskeletal,0,,,,
2169,'7882','1',OTH DX PROCEDHUMERUS,Musculoskeletal,0,,,,
2170,'7883','1',OTH DX PROCRADIUS/ULNA,Musculoskeletal,0,,,,
2171,'7884','1',OTH DX PROCMETACAR/CAR,Musculoskeletal,0,,,,
2172,'7885','1',OTH DX PROCEDFEMUR,Musculoskeletal,0,,,,
2173,'7886','1',OTH DX PROCEDPATELLA,Musculoskeletal,0,,,,
2174,'7887','1',OTH DX PRIBIA/FIBULA,Musculoskeletal,0,,,,
2175,'7888','1',OTH DX PROCMETATAR/TAR,Musculoskeletal,0,,,,
2176,'7889','1',OTHER BONE DX PROC NEC,Musculoskeletal,0,,,,
2177,'7890','2',INSERT BONE STIMUL NOS (Begin 1987),Musculoskeletal,0,,,,
2178,'7891','2',INSERT BONE STIMULCHEST (Begin 1987),Musculoskeletal,0,,,,
2179,'7892','2',INSERT BONE STIMHUMERUS (Begin 1987),Musculoskeletal,0,,,,
2180,'7893','2',INSER BONE STIMRAD/ULNA (Begin 1987),Musculoskeletal,0,,,,
2181,'7894','2',INSER BONE STIMMETA/CAR (Begin 1987),Musculoskeletal,0,,,,
2182,'7895','2',INSERT BONE STIMFEMUR (Begin 1987),Musculoskeletal,0,,,,
2183,'7896','2',INSERT BONE STIMPATELLA (Begin 1987),Musculoskeletal,0,,,,
2184,'7897','2',INSER BONE STIMTIB/FIB (Begin 1987),Musculoskeletal,0,,,,
2185,'7898','2',INSER BONE STIMMETA/TAR (Begin 1987),Musculoskeletal,0,,,,
2186,'7899','2',INSERT BONE STIMUL NEC (Begin 1987),Musculoskeletal,0,,,,
2187,'7910','2',CL FX REDUCINT FIX NOS,Musculoskeletal,0,,,,
2188,'7911','2',CLOS REDINT FIX HUMERUS,Musculoskeletal,0,,,,
2189,'7912','2',CL REDINT FIX RAD/ULNA,Musculoskeletal,0,,,,
2190,'7913','2',CL REDINT FIX METAC/CAR,Musculoskeletal,0,,,,
2191,'7914','2',CLOSE REDINT FIX FINGER,Musculoskeletal,0,,,,
2192,'7915','2',CLOSED REDINT FIX FEMUR,Musculoskeletal,0,,,,
2193,'7916','2',CL REDINT FIX TIB/FIBU,Musculoskeletal,0,,,,
2194,'7917','2',CL REDINT FIX METAT/TAR,Musculoskeletal,0,,,,
2195,'7918','2',CLOSE REDINT FIX TOE FX,Musculoskeletal,0,,,,
2196,'7919','2',CL FX REDUCINT FIX NEC,Musculoskeletal,0,,,,
2197,'7920','2',OPEN FX REDUCTION NOS,Musculoskeletal,0,,,,
2198,'7921','2',OPEN REDUCHUMERUS FX,Musculoskeletal,0,,,,
2199,'7922','2',OPEN REDUCRADIUS/ULN FX,Musculoskeletal,0,,,,
2200,'7923','2',OPEN REDUCMETAC/CAR FX,Musculoskeletal,0,,,,
2201,'7924','2',OPEN REDUCTIONFINGER FX,Musculoskeletal,0,,,,
2202,'7925','2',OPEN REDUCTIONFEMUR FX,Musculoskeletal,0,,,,
2203,'7926','2',OPEN REDUCTIBIA/FIB FX,Musculoskeletal,0,,,,
2204,'7927','2',OPEN REDUCMETAT/TARS FX,Musculoskeletal,0,,,,
2205,'7928','2',OPEN REDUCTIONTOE FX,Musculoskeletal,0,,,,
2206,'7929','2',OPEN FX REDUCTION NEC,Musculoskeletal,0,,,,
2207,'7930','2',OPN FX RED W INT FIX NOS,Musculoskeletal,0,,,,
2208,'7931','2',OPEN REDINT FIX HUMERUS,Musculoskeletal,0,,,,
2209,'7932','2',OP REDINT FIX RAD/ULNA,Musculoskeletal,0,,,,
2210,'7933','2',OP REDINT FIX METAC/CAR,Musculoskeletal,0,,,,
2211,'7934','2',OPEN REDINT FIX FINGER,Musculoskeletal,0,,,,
2212,'7935','2',OPEN REDUCINT FIX FEMUR,Musculoskeletal,0,,,,
2213,'7936','2',OP REDINT FIX TIB/FIBUL,Musculoskeletal,0,,,,
2214,'7937','2',OP REDINT FIX METAT/TAR,Musculoskeletal,0,,,,
2215,'7938','2',OPEN REDUCTINT FIX TOE,Musculoskeletal,0,,,,
2216,'7939','2',OPN FX RED W INT FIX NEC,Musculoskeletal,0,,,,
2217,'7940','2',CLS REDUCEPIPHY NOS,Musculoskeletal,0,,,,
2218,'7941','2',CLOSE REDHUMERUS EPIPHY,Musculoskeletal,0,,,,
2219,'7942','2',CLS REDRADIUS/UL EPIPHY,Musculoskeletal,0,,,,
2220,'7945','2',CLOSE REDUCFEMUR EPIPHY,Musculoskeletal,0,,,,
2221,'7946','2',CLS REDTIBIA/FIB EPIPHY,Musculoskeletal,0,,,,
2222,'7949','2',CLS REDUCEPIPHY NEC,Musculoskeletal,0,,,,
2223,'7950','2',OPEN REDEPIPHY NOS,Musculoskeletal,0,,,,
2224,'7951','2',OPN REDEPIPHYHUMER,Musculoskeletal,0,,,,
2225,'7952','2',OP REDRADIUS/ULN EPIPHY,Musculoskeletal,0,,,,
2226,'7955','2',OPN REDEPIPHYFEMUR,Musculoskeletal,0,,,,
2227,'7956','2',OP REDTIBIA/FIB EPIPHYS,Musculoskeletal,0,,,,
2228,'7959','2',OPEN REDEPIPHY NEC,Musculoskeletal,0,,,,
2229,'7960','2',OPEN FX SITE DEBRIDE NOS,Musculoskeletal,0,,,,
2230,'7961','2',DEBRID OPEN FXHUMERUS,Musculoskeletal,0,,,,
2231,'7962','2',DEBRID OPN FXRADIUS/ULN,Musculoskeletal,0,,,,
2232,'7963','2',DEBRID OPN FXMETAC/CAR,Musculoskeletal,0,,,,
2233,'7964','2',DEBRID OPN FXFINGER,Musculoskeletal,0,,,,
2234,'7965','2',DEBRID OPN FXFEMUR,Musculoskeletal,0,,,,
2235,'7966','2',DEBRID OPN FXTIBIA/FIB,Musculoskeletal,0,,,,
2236,'7967','2',DEBRID OPN FXMETAT/TAR,Musculoskeletal,0,,,,
2237,'7968','2',DEBRID OPN FXTOE,Musculoskeletal,0,,,,
2238,'7969','2',OPEN FX SITE DEBRIDE NEC,Musculoskeletal,0,,,,
2239,'7980','2',OPEN REDUCDISLOCAT NOS,Musculoskeletal,0,,,,
2240,'7981','2',OPN REDUC DISLOCSHOULDR,Musculoskeletal,0,,,,
2241,'7982','2',OPEN REDUCELBOW DISLOC,Musculoskeletal,0,,,,
2242,'7983','2',OPEN REDUCWRIST DISLOC,Musculoskeletal,0,,,,
2243,'7984','2',OPN REDUC DISLOCHAND,Musculoskeletal,0,,,,
2244,'7985','2',OPEN REDUCHIP DISLOCAT,Musculoskeletal,0,,,,
2245,'7986','2',OPEN REDUCKNEE DISLOCAT,Musculoskeletal,0,,,,
2246,'7987','2',OPEN REDUCANKLE DISLOC,Musculoskeletal,0,,,,
2247,'7988','2',OPN REDUC DISLOCFT/TOE,Musculoskeletal,0,,,,
2248,'7989','2',OPEN REDUCDISLOCAT NEC,Musculoskeletal,0,,,,
2249,'7990','2',UNSPEC OP BONE INJ NOS,Musculoskeletal,0,,,,
2250,'7991','2',HUMERUS INJURY OP NOS,Musculoskeletal,0,,,,
2251,'7992','2',RADIUS/ULNA INJ OP NOS,Musculoskeletal,0,,,,
2252,'7993','2',METACARP/CARP INJ OP NOS,Musculoskeletal,0,,,,
2253,'7994','2',FINGER INJURY OP NOS,Musculoskeletal,0,,,,
2254,'7995','2',FEMUR INJURY OP NOS,Musculoskeletal,0,,,,
2255,'7996','2',TIBIA/FIBULA INJ OP NOS,Musculoskeletal,0,,,,
2256,'7997','2',METATARS/TARS INJ OP NOS,Musculoskeletal,0,,,,
2257,'7998','2',TOE INJURY OPERATION NOS,Musculoskeletal,0,,,,
2258,'7999','2',UNSPEC OPBONE INJ NEC,Musculoskeletal,0,,,,
2259,'8000','2',ARTHROT & PROS REMOV NOS,Musculoskeletal,0,,,,
2260,'8001','2',ARTHROT/PROS REMOVSHLDR,Musculoskeletal,0,,,,
2261,'8002','2',ARTHROT/PROS REMOVELBOW,Musculoskeletal,0,,,,
2262,'8003','2',ARTHROT/PROS REMOVWRIST,Musculoskeletal,0,,,,
2263,'8004','2',ARTHROT/PROS REMOVHAND,Musculoskeletal,0,,,,
2264,'8005','2',ARTHROT/PROS REMOVHIP,Musculoskeletal,0,,,,
2265,'8006','2',ARTHROT/PROS REMOVKNEE,Musculoskeletal,0,,,,
2266,'8007','2',ARTHROT/PROS REMOVANKLE,Musculoskeletal,0,,,,
2267,'8008','2',ARTHROT/PROS REMOVFOOT,Musculoskeletal,0,,,,
2268,'8009','2',ARTHROT & PROS REMOV NEC,Musculoskeletal,0,,,,
2269,'8010','2',OTHER ARTHROTOMY NOS,Musculoskeletal,0,,,,
2270,'8011','2',OTH ARTHROTOMYSHOULDER,Musculoskeletal,0,,,,
2271,'8012','2',OTH ARTHROTOMYELBOW,Musculoskeletal,0,,,,
2272,'8013','2',OTH ARTHROTOMYWRIST,Musculoskeletal,0,,,,
2273,'8014','2',OTH ARTHROTOMYHAND/FNGR,Musculoskeletal,0,,,,
2274,'8015','2',OTH ARTHROTOMYHIP,Musculoskeletal,0,,,,
2275,'8016','2',OTH ARTHROTOMYKNEE,Musculoskeletal,0,,,,
2276,'8017','2',OTH ARTHROTOMYANKLE,Musculoskeletal,0,,,,
2277,'8018','2',OTH ARTHROTOMYFOOT/TOE,Musculoskeletal,0,,,,
2278,'8019','2',OTHER ARTHROTOMY NEC,Musculoskeletal,0,,,,
2279,'8020','1',ARTHROSCOPY NOS,Musculoskeletal,0,,,,
2280,'8021','1',SHOULDER ARTHROSCOPY,Musculoskeletal,0,,,,
2281,'8022','1',ELBOW ARTHROSCOPY,Musculoskeletal,0,,,,
2282,'8023','1',WRIST ARTHROSCOPY,Musculoskeletal,0,,,,
2283,'8024','1',HAND & FINGER ARTHROSCOP,Musculoskeletal,0,,,,
2284,'8025','1',HIP ARTHROSCOPY,Musculoskeletal,0,,,,
2285,'8026','1',KNEE ARTHROSCOPY,Musculoskeletal,0,,,,
2286,'8027','1',ANKLE ARTHROSCOPY,Musculoskeletal,0,,,,
2287,'8028','1',FOOT & TOE ARTHROSCOPY,Musculoskeletal,0,,,,
2288,'8029','1',ARTHROSCOPY NEC,Musculoskeletal,0,,,,
2289,'8040','2',JT STRUCTUR DIVISION NOS,Musculoskeletal,0,,,,
2290,'8041','2',SHOULDER STRUCT DIVISION,Musculoskeletal,0,,,,
2291,'8042','2',ELBOW STRUCTURE DIVISION,Musculoskeletal,0,,,,
2292,'8043','2',WRIST STRUCTURE DIVISION,Musculoskeletal,0,,,,
2293,'8044','2',HAND JOINT STRUCT DIVIS,Musculoskeletal,0,,,,
2294,'8045','2',HIP STRUCTURE DIVISION,Musculoskeletal,0,,,,
2295,'8046','2',KNEE STRUCTURE DIVISION,Musculoskeletal,0,,,,
2296,'8047','2',ANKLE STRUCTURE DIVISION,Musculoskeletal,0,,,,
2297,'8048','2',FOOT JOINT STRUCT DIVIS,Musculoskeletal,0,,,,
2298,'8049','2',JT STRUCTUR DIVISION NEC,Musculoskeletal,0,,,,
2299,'8050','2',EXC/DEST INTVRT DISC NOS (Begin 1986),Musculoskeletal,0,,,,
2300,'8051','2',EXCISION INTERVERT DISC (Begin 1986),Musculoskeletal,0,,,,
2301,'8053','2',REP ANULUS FIBROSUS-GRFT (begin 2008),Musculoskeletal,0,,,,
2302,'8054','2',REP ANULS FIBROS NEC/NOS (begin 2008),Musculoskeletal,0,,,,
2303,'8059','2',OTH EXC/DEST INTVRT DISC (Begin 1986),Musculoskeletal,0,,,,
2304,'806 ','2',EXCIS KNEE SEMILUN CARTL,Musculoskeletal,0,,,,
2305,'8070','2',SYNOVECTOMYSITE NOS,Musculoskeletal,0,,,,
2306,'8071','2',SHOULDER SYNOVECTOMY,Musculoskeletal,0,,,,
2307,'8072','2',ELBOW SYNOVECTOMY,Musculoskeletal,0,,,,
2308,'8073','2',WRIST SYNOVECTOMY,Musculoskeletal,0,,,,
2309,'8074','2',HAND SYNOVECTOMY,Musculoskeletal,0,,,,
2310,'8075','2',HIP SYNOVECTOMY,Musculoskeletal,0,,,,
2311,'8076','2',KNEE SYNOVECTOMY,Musculoskeletal,0,,,,
2312,'8077','2',ANKLE SYNOVECTOMY,Musculoskeletal,0,,,,
2313,'8078','2',FOOT SYNOVECTOMY,Musculoskeletal,0,,,,
2314,'8079','2',SYNOVECTOMYSITE NEC,Musculoskeletal,0,,,,
2315,'8080','2',DESTRUCT JOINT LES NOS,Musculoskeletal,0,,,,
2316,'8081','2',DESTRUCSHOULDER LES NEC,Musculoskeletal,0,,,,
2317,'8082','2',DESTRUCELBOW LESION NEC,Musculoskeletal,0,,,,
2318,'8083','2',DESTRUCWRIST LESION NEC,Musculoskeletal,0,,,,
2319,'8084','2',DESTRUCHAND JT LES NEC,Musculoskeletal,0,,,,
2320,'8085','2',DESTRUCTHIP LESION NEC,Musculoskeletal,0,,,,
2321,'8086','2',DESTRUCTKNEE LESION NEC,Musculoskeletal,0,,,,
2322,'8087','2',DESTRUCANKLE LESION NEC,Musculoskeletal,0,,,,
2323,'8088','2',DESTRUCFOOT JT LES NEC,Musculoskeletal,0,,,,
2324,'8089','2',DESTRUCT JOINT LES NEC,Musculoskeletal,0,,,,
2325,'8090','2',EXCISION OF JOINT NOS,Musculoskeletal,0,,,,
2326,'8091','2',EXCISION OF SHOULDER NEC,Musculoskeletal,0,,,,
2327,'8092','2',EXCISION OF ELBOW NEC,Musculoskeletal,0,,,,
2328,'8093','2',EXCISION OF WRIST NEC,Musculoskeletal,0,,,,
2329,'8094','2',EXCISION HAND JOINT NEC,Musculoskeletal,0,,,,
2330,'8095','2',EXCISION OF HIP NEC,Musculoskeletal,0,,,,
2331,'8096','2',EXCISION OF KNEE NEC,Musculoskeletal,0,,,,
2332,'8097','2',EXCISION OF ANKLE NEC,Musculoskeletal,0,,,,
2333,'8098','2',EXCISION FOOT JOINT NEC,Musculoskeletal,0,,,,
2334,'8099','2',EXCISION OF JOINT NEC,Musculoskeletal,0,,,,
2335,'8100','2',SPINAL FUSION NOS,Musculoskeletal,0,,,,
2336,'8101','2',ATLASAXIS FUSION,Musculoskeletal,0,,,,
2337,'8102','2',OTHER CERVICAL FUS (ANT) (Begin 1980),Musculoskeletal,0,,,,
2338,'8103','2',(DORSAL) SPINAL FUSS (Begin 1989),Musculoskeletal,0,,,,
2339,'8104','2',DORSOLUM FUS W/ H ROD (Begin 1989),Musculoskeletal,0,,,,
2340,'8105','2',OTH DORSOLUM FUS (Begin 1989),Musculoskeletal,0,,,,
2341,'8106','2',LUMBAR SPINAL FUS(Begin 1989),Musculoskeletal,0,,,,
2342,'8107','2',LUMBOSAC SPINAL FUSS (Begin 1989),Musculoskeletal,0,,,,
2343,'8108','2',REFUSION OF SPINE(Begin 1989),Musculoskeletal,0,,,,
2344,'8109','2',OTHER SPINAL FUS (Begin 1989),Musculoskeletal,0,,,,
2345,'8111','2',ANKLE FUSION,Musculoskeletal,0,,,,
2346,'8112','2',TRIPLE ARTHRODESIS,Musculoskeletal,0,,,,
2347,'8113','2',SUBTALAR FUSION,Musculoskeletal,0,,,,
2348,'8114','2',MIDTARSAL FUSION,Musculoskeletal,0,,,,
2349,'8115','2',TARSOMETATARSAL FUSION,Musculoskeletal,0,,,,
2350,'8116','2',METATARSOPHALANGEAL FUS,Musculoskeletal,0,,,,
2351,'8117','2',OTHER FUSION OF FOOT,Musculoskeletal,0,,,,
2352,'8118','2',SUBTALR JT ARTHROEREISIS (Begin 2005),Musculoskeletal,0,,,,
2353,'8120','2',ARTHRODESIS NOS,Musculoskeletal,0,,,,
2354,'8121','2',ARTHRODESIS OF HIP,Musculoskeletal,0,,,,
2355,'8122','2',ARTHRODESIS OF KNEE,Musculoskeletal,0,,,,
2356,'8123','2',ARTHRODESIS OF SHOULDER,Musculoskeletal,0,,,,
2357,'8124','2',ARTHRODESIS OF ELBOW,Musculoskeletal,0,,,,
2358,'8125','2',CARPORADIAL FUSION,Musculoskeletal,0,,,,
2359,'8126','2',METACARPOCARPAL FUSION,Musculoskeletal,0,,,,
2360,'8127','2',METACARPOPHALANGEAL FUS,Musculoskeletal,0,,,,
2361,'8128','2',INTERPHALANGEAL FUSION,Musculoskeletal,0,,,,
2362,'8129','2',ARTHRODESIS NEC,Musculoskeletal,0,,,,
2363,'8130','2',REFUSION SPINE NOS (Begin 2001),Musculoskeletal,0,,,,
2364,'8131','2',REFUSION ATLASAXIS SPINE(Begin 2001),Musculoskeletal,0,,,,
2365,'8132','2',REFUSION CERVICAL SPINE ANT (Begin 2001),Musculoskeletal,0,,,,
2366,'8133','2',REFUSION CERVICAL SPINE POST (Begin 2001),Musculoskeletal,0,,,,
2367,'8134','2',REFUSION DORSAL SPINE ANT(Begin 2001),Musculoskeletal,0,,,,
2368,'8135','2',REFUSION DORSAL SPINE POST T (Begin 2001),Musculoskeletal,0,,,,
2369,'8136','2',REFUSION LUMBAR SPINE ANT(Begin 2001),Musculoskeletal,0,,,,
2370,'8137','2',REFUSION LUMBAR SPINE LAT(Begin 2001),Musculoskeletal,0,,,,
2371,'8138','2',REFUSION LUMBAR SPINE POST (Begin 2001),Musculoskeletal,0,,,,
2372,'8139','2',REFUSION SPINE NEC (Begin 2001),Musculoskeletal,0,,,,
2373,'8140','2',REPAIR OF HIP NEC (Begin 1989),Musculoskeletal,0,,,,
2374,'8142','2',FIVEINONE KNEE REPAIR,Musculoskeletal,0,,,,
2375,'8143','2',TRIAD KNEE REPAIR,Musculoskeletal,0,,,,
2376,'8144','2',PATELLAR STABILIZATION,Musculoskeletal,0,,,,
2377,'8145','2',CRUCIATE LIG REPAIR NEC,Musculoskeletal,0,,,,
2378,'8146','2',COLLATERL LIG REPAIR NEC,Musculoskeletal,0,,,,
2379,'8147','2',OTHER REPAIR OF KNEE,Musculoskeletal,0,,,,
2380,'8149','2',OTHER REPAIR OF ANKLE,Musculoskeletal,0,,,,
2381,'8151','2',TOT HIP REPLACE (W/MET) (Begin 1989),Musculoskeletal,0,,,,
2382,'8152','2',PARTIAL HIP REPLACEMENT (Begin 1989),Musculoskeletal,0,,,,
2383,'8153','2',REVISE HIP REPLACEMENT (Begin 1989),Musculoskeletal,1,1,,,
2384,'8154','2',TOTAL KNEE REPLACEMENT (Begin 1989),Musculoskeletal,0,,,,
2385,'8155','2',REVISE KNEE REPLACEMENT (Begin 1989),Musculoskeletal,1,1,,,
2386,'8156','2',TOTAL ANKLE REPLACEMENT (Begin 1989),Musculoskeletal,0,,,,
2387,'8157','2',REPL JOINT OF FOOT TOE (Begin 1989),Musculoskeletal,0,,,,
2388,'8159','2',REV OF JOINT REPLACE OF LOWE (Begin 1989),Musculoskeletal,1,1,,,
2389,'8162','2',FUSION OR REFUSION OF 23 VE (Begin 2003),Musculoskeletal,0,,,,
2390,'8163','2',FUSION OR REFUSION OF 48 VE (Begin 2003),Musculoskeletal,0,,,,
2391,'8164','2',FUSION OR REFUSION OF 9 OR M (Begin 2003),Musculoskeletal,0,,,,
2392,'8165','2',VERTEBROPLASTY (Begin 2004),Musculoskeletal,0,,,,
2393,'8166','2',KYPHOPLASTY (Begin 2004),Musculoskeletal,0,,,,
2394,'8171','2',ARTHRPLAS (HAND/FINGR)WIT (Begin 1980),Musculoskeletal,0,,,,
2395,'8172','2',ARTHROPLASTY METACAR W/O (Begin 1989),Musculoskeletal,0,,,,
2396,'8173','2',TOTAL WRIST REPLACEMENT (Begin 1989),Musculoskeletal,0,,,,
2397,'8174','2',ARTHROPLASTY CARPAL WIT (Begin 1989),Musculoskeletal,0,,,,
2398,'8175','2',ARTHROPLASTY CARPAL W/O (Begin 1989),Musculoskeletal,0,,,,
2399,'8179','2',OTH REPAIR (HAND/FINGR) (Begin 1989),Musculoskeletal,0,,,,
2400,'8180','2',TOTAL SHOULDER REPLACE (Begin 1989),Musculoskeletal,0,,,,
2401,'8181','2',(ARTHRPLST) SHOULDER WIT (Begin 1980),Musculoskeletal,0,,,,
2402,'8182','2',REP RECUR SHLDER DISLOC,Musculoskeletal,0,,,,
2403,'8183','2',SHOULDER ARTHROPLAST NEC,Musculoskeletal,0,,,,
